SITE_NO,RSQA_STUDY,RSQA_STUDY_DESC,STATION_NM,LAT_VA,LONG_VA,DEC_LAT_VA,DEC_LONG_VA,COORD_METH_DESC,COORD_ACY_DESC,COORD_DATUM_CD,COUNTY_NM,STATE_NM,STATE_ABBREV
11458500,CSQA,California Stream-Quality Assessment,SONOMA C A AGUA CALIENTE CA,381924,1222936,38.32324705,-122.4944258,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Sonoma County,California,CA
3.81556E+14,CSQA,California Stream-Quality Assessment,SONOMA C A WATMAUGH RD BR NR SONOMA CA,381556.87,1222802.63,38.26579722,-122.4673972,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Sonoma County,California,CA
11465660,CSQA,California Stream-Quality Assessment,COPELAND C A ROHNERT PARK CA,382036,1224203,38.34324776,-122.7019317,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Sonoma County,California,CA
3.8174E+14,CSQA,California Stream-Quality Assessment,LICHAU C A PENNGROVE CA,381740.13,1223958.9,38.29448056,-122.6663611,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Sonoma County,California,CA
3.81519E+14,CSQA,California Stream-Quality Assessment,PETALUMA R NR PETALUMA CA,381519.07,1223856.4,38.25529722,-122.649,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Sonoma County,California,CA
11459500,CSQA,California Stream-Quality Assessment,NOVATO C A NOVATO CA,380628,1223444,38.10769775,-122.5799815,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,Marin County,California,CA
208758850,SESQA,Southeast Stream-Quality Assessment,"SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC",354137,784132,35.69361111,-78.69222222,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Wake County,North Carolina,NC
3.902E+14,MSQA,Midwest Stream-Quality Assessment,"Moniteau Creek near Rocheport, MO",390159.7,923416,39.03325,-92.57111111,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Howard County,Missouri,MO
2097280,SESQA,Southeast Stream-Quality Assessment,"THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS, NC",355521.5,785708.7,35.92263889,-78.95241667,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Durham County,North Carolina,NC
12155050,PNSQA,Pacific Northwest Stream-Quality Assessment,"DUBUQUE CREEK BLW PANTHER CREEK NR LK STEVENS, WA",475916,1220159,47.98759814,-122.0342961,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS)),NAD27     ,Snohomish County,Washington,WA
5483450,MSQA,Midwest Stream-Quality Assessment,"Middle Raccoon River near Bayard, IA",414644.7,942934.3,41.77908333,-94.49286111,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Guthrie County,Iowa,IA
12170000,PNSQA,Pacific Northwest Stream-Quality Assessment,"CHURCH CREEK NEAR STANWOOD, WA",481400,1221930,48.23315513,-122.3262635,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Snohomish County,Washington,WA
12125500,PNSQA,Pacific Northwest Stream-Quality Assessment,"BEAR CREEK AT WOODINVILLE, WA",474525,1220950,47.75676511,-122.165125,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
3.75807E+14,CSQA,California Stream-Quality Assessment,PINOLE C BL ALHAMBRA VALLEY RD NR PINOLE CA,375807.15,1221239.59,37.96865278,-122.2109972,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Contra Costa County,California,CA
3.91504E+14,MSQA,Midwest Stream-Quality Assessment,"Bear Creek nr Gilliam, MO",391504.1,930033.4,39.25113889,-93.00927778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Saline County,Missouri,MO
12200017,PNSQA,Pacific Northwest Stream-Quality Assessment,"EF NOOKACHAMPS CREEK AT HWY 9 NR CLEAR LAKE, WA",482645.24,1221509,48.4459,-122.2525,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Skagit County,Washington,WA
1195490,NESQA,Northeast Stream-Quality Assessment,"QUINNIPIAC RIVER AT SOUTHINGTON, CT",413612.5,725259.52,41.60347222,-72.8832,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Hartford County,Connecticut,CT
3.73514E+14,MSQA,Midwest Stream-Quality Assessment,"POND RUN AT HIGHWAY 110 NEAR FALLS OF ROUGH, KY",373506.04,863707.43,37.58501111,-86.61873056,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Ohio County,Kentucky,KY
3.80345E+14,CSQA,California Stream-Quality Assessment,ARROYO SAN JOSE A FAIRWAY DR NR NOVATO CA,380344.63,1223451.6,38.06239722,-122.581,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Marin County,California,CA
6897937,MSQA,Midwest Stream-Quality Assessment,"Long Creek at 137th Street near Van Wert, IA",405017.3,935125.8,40.83813889,-93.85716667,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Decatur County,Iowa,IA
1105583,NESQA,Northeast Stream-Quality Assessment,"MONATIQUOT RIVER AT EAST BRAINTREE, MA",421315,705843,42.22093308,-70.9781026,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Norfolk County,Massachusetts,MA
1123000,NESQA,Northeast Stream-Quality Assessment,"LITTLE RIVER NEAR HANOVER, CT",414018,720310,41.67176513,-72.05229807,Interpolated from map,Unknown,NAD27     ,Windham County,Connecticut,CT
1114000,NESQA,Northeast Stream-Quality Assessment,"MOSHASSUCK RIVER AT PROVIDENCE, RI",415002,712440,41.833989,-71.41061208,Interpolated from map,Unknown,NAD27     ,Providence County,Rhode Island,RI
3508050,SESQA,Southeast Stream-Quality Assessment,"TUCKASEGEE RIVER AT SR 1172 NR CULLOWHEE, NC",351716,830838,35.28777778,-83.14388889,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Jackson County,North Carolina,NC
351706800,SESQA,Southeast Stream-Quality Assessment,"CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC",352618,835508,35.43833333,-83.91888889,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Graham County,North Carolina,NC
12204010,PNSQA,Pacific Northwest Stream-Quality Assessment,"SQUALICUM CREEK NEAR MOUTH AT BELLINGHAM, WA",484557.6,1222958.8,48.766,-122.4996667,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Whatcom County,Washington,WA
12212001,PNSQA,Pacific Northwest Stream-Quality Assessment,"FISHTRAP CREEK AT AARON RD NR LYNDEN, WA",485745.29,1222602.76,48.96258056,-122.4341,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Whatcom County,Washington,WA
12212895,PNSQA,Pacific Northwest Stream-Quality Assessment,"TENMILE CREEK ABOVE FOURMILE CREEK NR FERNDALE, WA",485200,1222856,48.86650103,-122.4834997,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Whatcom County,Washington,WA
1097270,NESQA,Northeast Stream-Quality Assessment,"FORT POND BROOK AT RIVER ROAD NEAR SOUTH ACTON, MA",422734,712634,42.45944444,-71.44277778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Middlesex County,Massachusetts,MA
5320410,MSQA,Midwest Stream-Quality Assessment,"MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN",435426.4,940227.4,43.90733333,-94.04094444,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Blue Earth County,Minnesota,MN
1103280,NESQA,Northeast Stream-Quality Assessment,"CHARLES RIVER AT MEDWAY, MA",420823,712324,42.13981973,-71.38950315,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Norfolk County,Massachusetts,MA
1391000,NESQA,Northeast Stream-Quality Assessment,Hohokus Brook at Ho-Ho-Kus NJ,405952,740643,40.99777778,-74.11194444,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Bergen County,New Jersey,NJ
3384450,MSQA,Midwest Stream-Quality Assessment,"LUSK CREEK NEAR EDDYVILLE, IL",372821.3,883251.7,37.47258333,-88.54769444,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Pope County,Illinois,IL
2096846,SESQA,Southeast Stream-Quality Assessment,"CANE CREEK NEAR ORANGE GROVE, NC",355914,791222,35.98722222,-79.20611111,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Orange County,North Carolina,NC
12212450,PNSQA,Pacific Northwest Stream-Quality Assessment,"BERTRAND CREEK AT WEST BADGER ROAD NEAR LYNDEN, WA",485750,1223026,48.96372594,-122.5084983,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Whatcom County,Washington,WA
5599100,MSQA,Midwest Stream-Quality Assessment,"GALUM CREEK NEAR PYATTS, IL",375640,892247,37.94444444,-89.37972222,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Jackson County,Illinois,IL
3.52127E+14,CSQA,California Stream-Quality Assessment,CHORRO C A CHORRO C RD NR MORRO BAY CA,352127.03,1204844.87,35.35750833,-120.8124639,Interpolated from map,Accurate to +/- 1 second,NAD83     ,San Luis Obispo County,California,CA
3383782,MSQA,Midwest Stream-Quality Assessment,"RICHLAND CREEK AT CARBONDALE RD NEAR RICHLAND, KY",371558.82,873604.18,37.26633889,-87.60116111,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Hopkins County,Kentucky,KY
11128500,CSQA,California Stream-Quality Assessment,SANTA YNEZ R A SOLVANG CA,343506,1200837,34.58498706,-120.1445926,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,Santa Barbara County,California,CA
2102192,SESQA,Southeast Stream-Quality Assessment,"BUCKHORN CREEK NR CORINTH, NC",353335,785825,35.55972222,-78.97361111,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Chatham County,North Carolina,NC
208524975,SESQA,Southeast Stream-Quality Assessment,"LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC",360648,785135,36.11333333,-78.85972222,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Durham County,North Carolina,NC
2086500,SESQA,Southeast Stream-Quality Assessment,"FLAT RIVER AT DAM NEAR BAHAMA, NC",360855,784944,36.14861111,-78.82888889,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Durham County,North Carolina,NC
4.13758E+14,NESQA,Northeast Stream-Quality Assessment,CASPER CR AT BRIDGEWATER RD NR WAPPINGERS FALLS NY,413758.67,735524.95,41.63296389,-73.92359722,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Dutchess County,New York,NY
3336645,MSQA,Midwest Stream-Quality Assessment,"MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL",400813,874445,40.13698061,-87.74585779,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Vermilion County,Illinois,IL
4229700,NESQA,Northeast Stream-Quality Assessment,SPRING BROOK AT MORAN CORNER NY,425736,773711,42.96006314,-77.61944371,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Monroe County,New York,NY
1100600,NESQA,Northeast Stream-Quality Assessment,"SHAWSHEEN RIVER NEAR WILMINGTON, MA",423405,711255,42.5681488,-71.21477923,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Middlesex County,Massachusetts,MA
212430653,SESQA,Southeast Stream-Quality Assessment,"MCKEE CREEK AT SR2804 NR WILGROVE, NC",351514,803853,35.25388889,-80.64805556,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Mecklenburg County,North Carolina,NC
4.04917E+14,MSQA,Midwest Stream-Quality Assessment,NORTH FORK VERMILION RIVER NEAR WING,404917,882227,40.82138889,-88.37416667,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Livingston County,Illinois,IL
2146700,SESQA,Southeast Stream-Quality Assessment,"MCMULLEN CR AT SHARON VIEW RD NEAR CHARLOTTE, NC",350827,804912,35.14083333,-80.82,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Mecklenburg County,North Carolina,NC
1199050,NESQA,Northeast Stream-Quality Assessment,"SALMON CREEK AT LIME ROCK, CT",415632,732329,41.94231548,-73.39095321,Interpolated from map,Unknown,NAD27     ,Litchfield County,Connecticut,CT
2077670,SESQA,Southeast Stream-Quality Assessment,"MAYO CR NR BETHEL HILL, NC",363227,785219,36.54083333,-78.87194444,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Person County,North Carolina,NC
11141280,CSQA,California Stream-Quality Assessment,LOPEZ C NR ARROYO GRANDE CA,351408,1202817,35.23553035,-120.4723857,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,San Luis Obispo County,California,CA
214265808,SESQA,Southeast Stream-Quality Assessment,"TORRENCE CR AT BRADFORD HILL LN NR HUNTERSVLLE, NC",352413,805258,35.40361111,-80.88277778,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Mecklenburg County,North Carolina,NC
5457520,MSQA,Midwest Stream-Quality Assessment,"Cedar River at Lancer Avenue at Osage, IA",431513.4,924843.3,43.25372222,-92.81202778,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Mitchell County,Iowa,IA
4.01143E+14,MSQA,Midwest Stream-Quality Assessment,"Turkey Creek near Steinauer, Nebr.",401121.98,961326.33,40.18943889,-96.22398056,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS)),NAD83     ,Pawnee County,Nebraska,NE
2187660,SESQA,Southeast Stream-Quality Assessment,"COLDWATER CREEK (CR 60) NEAR NUBERG, GA",341449,825612,34.24705085,-82.93653012,Interpolated from map,Unknown,NAD27     ,Hart County,Georgia,GA
3353200,MSQA,Midwest Stream-Quality Assessment,"EAGLE CREEK AT ZIONSVILLE, IN",395647,861537,39.94642897,-86.26027022,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Boone County,Indiana,IN
2138520,SESQA,Southeast Stream-Quality Assessment,"CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC",354425.3,815004.8,35.74036111,-81.83466667,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Burke County,North Carolina,NC
2137727,SESQA,Southeast Stream-Quality Assessment,"CATAWBA R NR PLEASANT GARDENS, NC",354109,820337,35.68583333,-82.06027778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,McDowell County,North Carolina,NC
1342730,NESQA,Northeast Stream-Quality Assessment,STEELE CREEK AT ILION NY,430023.7,750230,43.00658333,-75.04166667,Interpolated from Digital Map,Accurate to +/- .1 second (differentially corrected GPS),NAD83     ,Herkimer County,New York,NY
1390500,NESQA,Northeast Stream-Quality Assessment,Saddle River at Ridgewood NJ,405906,740526,40.985,-74.09055556,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Bergen County,New Jersey,NJ
2336410,SESQA,Southeast Stream-Quality Assessment,"NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA",335018,842622,33.83843787,-84.43937342,Interpolated from map,Unknown,NAD27     ,Fulton County,Georgia,GA
4.13012E+14,MSQA,Midwest Stream-Quality Assessment,"Bell Creek near Arlington, Nebr.",412935.23,962052.94,41.49311944,-96.34803889,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS)),NAD83     ,Washington County,Nebraska,NE
10965852,NESQA,Northeast Stream-Quality Assessment,"BEAVER BROOK AT NORTH PELHAM, NH",424658,712115,42.78286636,-71.35367448,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Rockingham County,New Hampshire,NH
1105600,NESQA,Northeast Stream-Quality Assessment,"OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA",421125,705643,42.19037791,-70.94476791,Interpolated from map,Unknown,NAD27     ,Norfolk County,Massachusetts,MA
1362497,NESQA,Northeast Stream-Quality Assessment,LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY,420110,741559,42.01944444,-74.26638889,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Ulster County,New York,NY
14211902,PNSQA,Pacific Northwest Stream-Quality Assessment,"BURNT BRIDGE CREEK NEAR MOUTH AT VANCOUVER, WA",453941,1224004,45.66122778,-122.6689866,Interpolated from map,Accurate to +/- 3 seconds (Standard Positioning Service (SPS GPS)),NAD27     ,Clark County,Washington,WA
5572000,MSQA,Midwest Stream-Quality Assessment,"SANGAMON RIVER AT MONTICELLO, IL",400151,883520,40.03086735,-88.58895419,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Piatt County,Illinois,IL
3.65718E+14,CSQA,California Stream-Quality Assessment,UNNAMED TRIB A PAULSEN RD NR FREEDOM CA,365717.99,1214443.08,36.95499722,-121.7453,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Santa Cruz County,California,CA
2097464,SESQA,Southeast Stream-Quality Assessment,"MORGAN CREEK NEAR WHITE CROSS, NC",355525,790654,35.92361111,-79.115,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Orange County,North Carolina,NC
5554300,MSQA,Midwest Stream-Quality Assessment,"INDIAN CREEK NEAR FAIRBURY, IL",404322,883148,40.72277778,-88.53,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Livingston County,Illinois,IL
3.94253E+14,MSQA,Midwest Stream-Quality Assessment,"LICK CR AT N CORD 250W NEAR HARRISBURG, IN",394251.66,851106.54,39.71435,-85.18515,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Fayette County,Indiana,IN
1121330,NESQA,Northeast Stream-Quality Assessment,"FENTON RIVER AT MANSFIELD, CT",414959.5,721434.01,41.83319444,-72.24278056,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Tolland County,Connecticut,CT
1102345,NESQA,Northeast Stream-Quality Assessment,"SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA",422810,710027,42.46954044,-71.00699537,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Essex County,Massachusetts,MA
3.52934E+14,CSQA,California Stream-Quality Assessment,ATASCADERO C A W MALL BR A ATASCADERO CA,352934.38,1203954.59,35.49288333,-120.6651639,Interpolated from map,Accurate to +/- 1 second,NAD83     ,San Luis Obispo County,California,CA
4.31542E+14,NESQA,Northeast Stream-Quality Assessment,SLATER CR AT HOJACK INDUSTRIAL PK AT MOUNT READ NY,431542.1,773824.12,43.26169444,-77.64003333,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Monroe County,New York,NY
214657975,SESQA,Southeast Stream-Quality Assessment,"IRVINS CREEK AT SR3168 NR CHARLOTTE, NC",350931,804248,35.15861111,-80.71333333,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Mecklenburg County,North Carolina,NC
1117800,NESQA,Northeast Stream-Quality Assessment,"WOOD RIVER NEAR ARCADIA, RI",413426,714316,41.57398841,-71.72062318,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Washington County,Rhode Island,RI
11141050,CSQA,California Stream-Quality Assessment,ORCUTT C NR ORCUTT CA,345301,1202938,34.88359037,-120.4948883,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,Santa Barbara County,California,CA
3336890,MSQA,Midwest Stream-Quality Assessment,"SPOON RIVER NEAR ST. JOSEPH, IL",400951,880139,40.16416667,-88.0275,Interpolated from Digital Map,Accurate to +/- 1 second,NAD83     ,Champaign County,Illinois,IL
4.0024E+14,MSQA,Midwest Stream-Quality Assessment,"Little Fabius River nr Fabius, MO",400240.4,920812.2,40.04455556,-92.13672222,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Knox County,Missouri,MO
4.03242E+14,MSQA,Midwest Stream-Quality Assessment,"LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN",403242.97,845602.69,40.54526944,-84.93408056,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Jay County,Indiana,IN
21912435,SESQA,Southeast Stream-Quality Assessment,"CARLAN CREEK AT GA326 NEAR CARNESVILLE, GA",341811,831825,34.30305556,-83.30694444,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Franklin County,Georgia,GA
1154950,NESQA,Northeast Stream-Quality Assessment,"COLD RIVER AT HIGH STREET, AT ALSTEAD, NH",430858,722142,43.14944444,-72.36166667,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Cheshire County,New Hampshire,NH
1154000,NESQA,Northeast Stream-Quality Assessment,"SAXTONS RIVER AT SAXTONS RIVER, VT",430815,722919,43.13757777,-72.48814442,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Windham County,Vermont,VT
1109070,NESQA,Northeast Stream-Quality Assessment,"SEGREGANSET RIVER NEAR DIGHTON, MA",415025,710836,41.84037903,-71.14282395,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Bristol County,Massachusetts,MA
3.51725E+14,CSQA,California Stream-Quality Assessment,STENNER C A MURRAY AVE A SAN LUIS OBISPO CA,351725.44,1203958.75,35.2904,-120.6663194,Interpolated from map,Accurate to +/- 1 second,NAD83     ,San Luis Obispo County,California,CA
1170100,NESQA,Northeast Stream-Quality Assessment,"GREEN RIVER NEAR COLRAIN, MA",424212,724016,42.70341695,-72.67064738,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Franklin County,Massachusetts,MA
2335910,SESQA,Southeast Stream-Quality Assessment,"ROTTENWOOD CR AT INTERSTATE N PKWY, NR SMYRNA, GA",335337,842728,33.89371431,-84.45770758,Interpolated from map,Unknown,NAD27     ,Cobb County,Georgia,GA
2183650,SESQA,Southeast Stream-Quality Assessment,"SHOAL CREEK AT SHOAL CREEK RD, NR LAVONIA, GA",342613,830237,34.43694444,-83.04361111,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Hart County,Georgia,GA
11159000,CSQA,California Stream-Quality Assessment,PAJARO R A CHITTENDEN CA,365401,1213548,36.9002307,-121.5977215,Interpolated from map,Accurate to +/- 5 seconds,NAD27     ,Santa Cruz County,California,CA
1115114,NESQA,Northeast Stream-Quality Assessment,"RUSH BROOK NEAR ELMDALE RD NEAR NORTH SCITUATE, RI",415015,713645,41.83759929,-71.61200891,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Providence County,Rhode Island,RI
12158040,PNSQA,Pacific Northwest Stream-Quality Assessment,"TULALIP CREEK NEAR TULALIP, WA",480407,1221712,48.06842941,-122.2879204,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Snohomish County,Washington,WA
3.51436E+14,CSQA,California Stream-Quality Assessment,SAN LUIS OBISPO C A LOS OSOS VLY RD NR SAN LUIS OB,351436,1204052,35.24333333,-120.6811111,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,San Luis Obispo County,California,CA
4.25358E+14,NESQA,Northeast Stream-Quality Assessment,DWAAS KILL SOUTH OF USHERS NY,425359.85,734623.44,42.89995833,-73.77317778,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Saratoga County,New York,NY
2188350,SESQA,Southeast Stream-Quality Assessment,"BEAVERDAM CREEK AT VANNA ROAD, NEAR ROYSTON, GA",341453,830255,34.24805556,-83.04861111,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Hart County,Georgia,GA
12150495,PNSQA,Pacific Northwest Stream-Quality Assessment,"CHERRY CREEK BELOW MARGARET CREEK NEAR DUVALL, WA",474435,1215624,47.74287773,-121.9412324,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
2191284,SESQA,Southeast Stream-Quality Assessment,"MILL SHOAL CR AT PARHAM-DUDLEY RD, NR HARRISON, GA",341146,830606,34.19611111,-83.10166667,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Madison County,Georgia,GA
12024000,PNSQA,Pacific Northwest Stream-Quality Assessment,"SOUTH FORK NEWAUKUM RIVER NEAR ONALASKA, WA",463433,1224102,46.57566178,-122.6851159,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Lewis County,Washington,WA
2146409,SESQA,Southeast Stream-Quality Assessment,"LTL SUGAR CR AT MEDICAL CENTER DR AT CHARLOTTE, NC",351213,805013,35.20361111,-80.83694444,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- 1 second,NAD83     ,Mecklenburg County,North Carolina,NC
1109000,NESQA,Northeast Stream-Quality Assessment,"WADING RIVER NEAR NORTON, MA",415651,711038,41.94760015,-71.1767155,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Bristol County,Massachusetts,MA
2203831,SESQA,Southeast Stream-Quality Assessment,"DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA",334220,841733,33.70566259,-84.29242299,Interpolated from map,Accurate to +/- 1 second,NAD27     ,DeKalb County,Georgia,GA
12202300,PNSQA,Pacific Northwest Stream-Quality Assessment,"OLSEN CREEK NEAR BELLINGHAM, WA",484505,1222108,48.75122213,-122.3534976,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Whatcom County,Washington,WA
4.2554E+14,NESQA,Northeast Stream-Quality Assessment,OTSQUAGO CREEK NEAR FORT PLAIN NY,425539.75,743848.11,42.92770833,-74.64669722,Interpolated from Digital Map,Accurate to +/- .01 second (differentially corrected GPS),NAD83     ,Montgomery County,New York,NY
12107950,PNSQA,Pacific Northwest Stream-Quality Assessment,"NORTH FORK NEWAUKUM CREEK NEAR ENUMCLAW, WA",471406,1215542,47.23482411,-121.9295545,Interpolated from map,Accurate to +/- 1 second,NAD27     ,King County,Washington,WA
12073895,PNSQA,Pacific Northwest Stream-Quality Assessment,"COULTER CREEK NEAR ALLYN, WA",472431,1224857,47.40842768,-122.8170861,Interpolated from map,Accurate to +/- 1 second,NAD27     ,Mason County,Washington,WA
4.20444E+14,MSQA,Midwest Stream-Quality Assessment,"Elkhorn River near Oakdale, Nebr.",420409.37,975559.23,42.06926944,-97.93311944,"Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)",Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS)),NAD83     ,Antelope County,Nebraska,NE
2207435,SESQA,Southeast Stream-Quality Assessment,LITTLE HAYNES CREEK AT DIAL MILL RD NR MILSTEAD GA,334240,835452,33.71111111,-83.91444444,Interpolated from map,Accurate to +/- 1 second,NAD83     ,Rockdale County,Georgia,GA
