"SITE_NO","RSQA_STUDY","STATION_NM","COUNTY_NM","STATE_CD","STATE_NM","STATE_ABBREV","RECORD_NO","AGENCY_CD","MEDIUM_CD_DESC","MEDIUM_CD_DEF","SAMPLE_START_DT","SAMPLE_START_TZ_DESC","SAMPLE_END_DT","SAMPLE_END_TZ_DESC","SAMPLE_START_LOCAL_DISP_FM","SAMPLE_START_UTC_DISP_FM","SAMPLE_END_LOCAL_DISP_FM","SAMPLE_END_UTC_DISP_FM","LOCAL_TZ_DESC","TM_DATUM_RLBLTY_CD","HYD_COND_CD","SAMP_TYPE_CD","HYD_EVENT_CD","TU_1_NM","BODY_PART_NM","METH_CD","METH_NM","RESULT_VA","RESULT_SG","RESULT_RD","REMARK_CD","RPT_LEV_VA","RPT_LEV_SG","RPT_LEV_CD","RPT_LEV_NM","PARM_CD","PARM_SEQ_GRP_NM","PARM_SEQ_GRP_DS","PARM_NM","LOAD_DT"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603210","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/26/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201609261000","201609261500","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","22.3","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"01209901       ","NESQA","RIPPOWAM RIVER AT STAMFORD, CT.","Fairfield County","09","Connecticut","CT","01602017","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 7:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041430","201608041930","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","35.17","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 10:53:00 AM"
"01199050       ","NESQA","SALMON CREEK AT LIME ROCK, CT","Litchfield County","09","Connecticut","CT","01602019","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 7:45:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091445","201608091945","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","22.95","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 10:53:00 AM"
"01096710       ","NESQA","ASSABET RIVER AT ALLEN STREET AT NORTHBOROUGH, MA","Worcester County","25","Massachusetts","MA","01602020","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091400","201608091800","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","546.9","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 10:53:00 AM"
"01096710       ","NESQA","ASSABET RIVER AT ALLEN STREET AT NORTHBOROUGH, MA","Worcester County","25","Massachusetts","MA","01602020","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091400","201608091800","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","30.94","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 10:53:00 AM"
"01100600       ","NESQA","SHAWSHEEN RIVER NEAR WILMINGTON, MA","Middlesex County","25","Massachusetts","MA","01602021","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/5/2016 8:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051600","201608052000","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","20.3","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 10:53:00 AM"
"01174565       ","NESQA","WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA","Franklin County","25","Massachusetts","MA","01602022","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 8:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608081600","201608082000","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","20.1","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 10:53:00 AM"
"01154950       ","NESQA","COLD RIVER AT HIGH STREET, AT ALSTEAD, NH","Cheshire County","33","New Hampshire","NH","01602024","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 7:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091500","201608091900","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","19.44","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 10:53:00 AM"
"01095220       ","NESQA","STILLWATER RIVER NEAR STERLING, MA","Worcester County","25","Massachusetts","MA","01602027","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 1:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080930","201608081330","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","540.8","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 10:53:00 AM"
"01095220       ","NESQA","STILLWATER RIVER NEAR STERLING, MA","Worcester County","25","Massachusetts","MA","01602027","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 1:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080930","201608081330","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","13.07","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 10:53:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602533","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051001","201608051401","","","Eastern Standard Time","K","X","9","X","Luxilus                            ","Organism, whole","-9999","Null Value","5.7","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602533","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051001","201608051401","","","Eastern Standard Time","K","X","9","X","Luxilus                            ","Organism, whole","-9999","Null Value","10","2","2","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 11:22:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603210","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/26/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201609261000","201609261500","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","495.2","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01600858","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271300","201604271800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","744.6","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:00:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01600858","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271300","201604271800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","85.23","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:00:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01600859","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 4:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271100","201604271600","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","430.5","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:00:00 AM"
"01359135       ","NESQA","PATROON CREEK AT ALBANY NY","Albany County","36","New York","NY","01703877","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/3/2016 1:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610030800","201610031300","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","513.7","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:21:00 AM"
"411844074085601","NESQA","RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY","Orange County","36","New York","NY","01602981","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 7:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091400","201608091900","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","5.65","3","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 11:18:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01600858","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271300","201604271800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","379","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:00:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01600859","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 4:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271100","201604271600","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","523.2","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:00:00 AM"
"01356190       ","NESQA","LISHA KILL NORTHWEST OF NISKAYUNA NY","Schenectady County","36","New York","NY","01703874","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/3/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610031300","201610031800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","618.9","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:21:00 AM"
"424059073322501","NESQA","POESTEN KILL AT BLUE FACTORY RD AT BARBERFILLE NY","Rensselaer County","36","New York","NY","01703875","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/4/2016 5:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610041200","201610041700","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","379.4","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:21:00 AM"
"424059073322501","NESQA","POESTEN KILL AT BLUE FACTORY RD AT BARBERFILLE NY","Rensselaer County","36","New York","NY","01703875","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/4/2016 5:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610041200","201610041700","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","262.2","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:21:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01603209","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/26/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201609260900","201609261400","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","610.3","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01603209","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/26/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201609260900","201609261400","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","19.7","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01600858","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271300","201604271800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","776.9","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:00:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01600858","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","4/27/2016 6:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201604271300","201604271800","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","32.3","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:00:00 AM"
"411844074085601","NESQA","RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY","Orange County","36","New York","NY","01602981","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 7:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091400","201608091900","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","18.46","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:18:00 AM"
"412715074030101","NESQA","SILVER STREAM AT VAILS GATE NY","Orange County","36","New York","NY","01602982","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 1:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608090830","201608091330","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","34.1","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"412715074030101","NESQA","SILVER STREAM AT VAILS GATE NY","Orange County","36","New York","NY","01602982","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 1:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608090830","201608091330","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","2.3","3","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 11:18:00 AM"
"422223074400201","NESQA","WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART","Delaware County","36","New York","NY","01602983","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/2/2016 5:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021230","201608021730","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","391.6","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"01359135       ","NESQA","PATROON CREEK AT ALBANY NY","Albany County","36","New York","NY","01703877","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/3/2016 1:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610030800","201610031300","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","18.7","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:21:00 AM"
"01359135       ","NESQA","PATROON CREEK AT ALBANY NY","Albany County","36","New York","NY","01703877","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","10/3/2016 1:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201610030800","201610031300","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","175.4","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:21:00 AM"
"422223074400201","NESQA","WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART","Delaware County","36","New York","NY","01602983","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/2/2016 5:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021230","201608021730","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","61.4","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:18:00 AM"
"424143073382901","NESQA","WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY","Rensselaer County","36","New York","NY","01602984","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 4:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608011130","201608011630","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","30.6","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"01095220       ","NESQA","STILLWATER RIVER NEAR STERLING, MA","Worcester County","25","Massachusetts","MA","01602027","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 1:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080930","201608081330","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","592.7","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 10:53:00 AM"
"01203510       ","NESQA","POOTATUCK RIVER AT SANDY HOOK, CT","Fairfield County","09","Connecticut","CT","01602236","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 5:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608031202","201608031702","","","Eastern Standard Time","K","X","9","X","Esox                               ","Fillet","-9999","Null Value","4","1","4","","","","-9999 ","Null value - no value specified.","91105","Biological","Biological","Weight of tissue","7/19/2019 10:55:00 AM"
"01203510       ","NESQA","POOTATUCK RIVER AT SANDY HOOK, CT","Fairfield County","09","Connecticut","CT","01602236","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 5:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608031202","201608031702","","","Eastern Standard Time","K","X","9","X","Esox                               ","Fillet","-9999","Null Value","16.2","3","3","","","","-9999 ","Null value - no value specified.","91106","Biological","Biological","Length of organism","7/19/2019 10:55:00 AM"
"01195490       ","NESQA","QUINNIPIAC RIVER AT SOUTHINGTON, CT","Hartford County","09","Connecticut","CT","01602237","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040901","201608041401","","","Eastern Standard Time","K","X","9","X","Esox                               ","Organism, whole","-9999","Null Value","9.6","2","2","","","","-9999 ","Null value - no value specified.","72140","Biological","Biological","Organism length, maximum","7/19/2019 10:55:00 AM"
"422223074400201","NESQA","WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART","Delaware County","36","New York","NY","01602983","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/2/2016 5:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021230","201608021730","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","545.6","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:18:00 AM"
"424143073382901","NESQA","WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY","Rensselaer County","36","New York","NY","01602984","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 4:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608011130","201608011630","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","26.79","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 11:18:00 AM"
"04232050       ","NESQA","ALLEN CREEK NEAR ROCHESTER NY","Monroe County","36","New York","NY","01602985","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 7:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608081430","201608081930","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","662.6","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"01513820       ","NESQA","APALACHIN CREEK AT APALACHIN NY","Tioga County","36","New York","NY","01602986","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/5/2016 7:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051430","201608051930","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","510.2","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"04232050       ","NESQA","ALLEN CREEK NEAR ROCHESTER NY","Monroe County","36","New York","NY","01602985","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 7:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608081430","201608081930","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","18.7","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"04232050       ","NESQA","ALLEN CREEK NEAR ROCHESTER NY","Monroe County","36","New York","NY","01602985","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 7:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608081430","201608081930","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","25.31","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 11:18:00 AM"
"01513820       ","NESQA","APALACHIN CREEK AT APALACHIN NY","Tioga County","36","New York","NY","01602986","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/5/2016 7:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051430","201608051930","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","64.94","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:18:00 AM"
"01513725       ","NESQA","NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY","Broome County","36","New York","NY","01602990","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 1:25:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010825","201608011325","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","15.9","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
